miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	17522	7675.506802	N
hsa-let-7a-2	17357	7603.228601	Y
hsa-let-7a-3	17330	7591.401260	N
hsa-let-7b	22605	9902.113415	N
hsa-let-7c	2273	995.686963	Y
hsa-let-7d	995	435.859449	N
hsa-let-7e	3435	1504.700711	N
hsa-let-7f-1	7074	3098.763561	N
hsa-let-7f-2	7407	3244.634110	N
hsa-let-7g	1330	582.606098	N
hsa-let-7i	2174	952.320043	N
hsa-mir-100	7741	3390.942709	N
hsa-mir-101-1	7339	3214.846731	N
hsa-mir-101-2	7479	3276.173688	N
hsa-mir-103a-1	29151	12769.586735	Y
hsa-mir-103a-2	29232	12805.068761	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	98	42.928870	N
hsa-mir-105-2	99	43.366920	N
hsa-mir-106a	239	104.693878	Y
hsa-mir-106b	1310	573.845104	N
hsa-mir-107	106	46.433268	Y
hsa-mir-10a	48824	21387.338436	N
hsa-mir-10b	4853	2125.855183	N
hsa-mir-1-1	3	1.314149	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	2	0.876099	N
hsa-mir-1180	109	47.747417	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	7	3.066348	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	2	0.876099	N
hsa-mir-1225	1	0.438050	N
hsa-mir-1226	3	1.314149	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	7	3.066348	N
hsa-mir-1229	2	0.876099	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.438050	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-1243	1	0.438050	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	12	5.256596	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	6	2.628298	N
hsa-mir-1248	19	8.322944	N
hsa-mir-1249	9	3.942447	N
hsa-mir-1250	1	0.438050	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	3	1.314149	N
hsa-mir-1254-2	1	0.438050	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	1	0.438050	N
hsa-mir-125a	2314	1013.647000	N
hsa-mir-125b-1	862	377.598839	N
hsa-mir-125b-2	915	400.815473	N
hsa-mir-126	8064	3532.432762	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	4	1.752199	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	25	10.951242	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	632	276.847409	N
hsa-mir-1269b	3	1.314149	N
hsa-mir-127	884	387.235933	N
hsa-mir-1270	4	1.752199	N
hsa-mir-1271	10	4.380497	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	2	0.876099	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	1	0.438050	N
hsa-mir-1277	6	2.628298	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	197	86.295790	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	124	54.318163	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	0	0.000000	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	48	21.026385	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	5	2.190248	N
hsa-mir-129-1	38	16.645889	N
hsa-mir-1292	4	1.752199	N
hsa-mir-129-2	56	24.530783	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	0	0.000000	N
hsa-mir-1295a	4	1.752199	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	27	11.827342	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	1	0.438050	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	157	68.773803	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	0	0.000000	N
hsa-mir-1305	4	1.752199	N
hsa-mir-1306	38	16.645889	N
hsa-mir-1307	3510	1537.554439	N
hsa-mir-130a	547	239.613185	N
hsa-mir-130b	320	140.175903	N
hsa-mir-132	149	65.269405	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	6	2.628298	Y
hsa-mir-133a-2	10	4.380497	N
hsa-mir-133b	1	0.438050	Y
hsa-mir-134	273	119.587567	N
hsa-mir-1343	3	1.314149	N
hsa-mir-135a-1	0	0.000000	N
hsa-mir-135a-2	0	0.000000	N
hsa-mir-135b	24	10.513193	N
hsa-mir-136	62	27.159081	N
hsa-mir-137	9	3.942447	N
hsa-mir-138-1	5	2.190248	N
hsa-mir-138-2	3	1.314149	N
hsa-mir-139	93	40.738622	N
hsa-mir-140	1977	866.024252	N
hsa-mir-141	12569	5505.846649	N
hsa-mir-142	8738	3827.678258	N
hsa-mir-143	64697	28340.501287	N
hsa-mir-144	98	42.928870	N
hsa-mir-145	2199	963.271285	N
hsa-mir-1468	6	2.628298	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	240	105.131927	N
hsa-mir-146b	5913	2590.187862	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	1	0.438050	N
hsa-mir-148a	120374	52729.794301	N
hsa-mir-148b	284	124.406114	N
hsa-mir-149	662	289.988900	N
hsa-mir-150	1846	808.639742	N
hsa-mir-151a	3754	1644.438565	N
hsa-mir-151b	1	0.438050	N
hsa-mir-152	307	134.481257	N
hsa-mir-153-1	0	0.000000	N
hsa-mir-153-2	17	7.446845	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	1	0.438050	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	16	7.008795	N
hsa-mir-155	1257	550.628470	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	497	217.710700	N
hsa-mir-15b	1340	586.986595	N
hsa-mir-16-1	706	309.263087	N
hsa-mir-16-2	832	364.457348	N
hsa-mir-17	4031	1765.778331	Y
hsa-mir-181a-1	3530	1546.315433	N
hsa-mir-181a-2	3797	1663.274702	N
hsa-mir-181b-1	573	251.002477	N
hsa-mir-181b-2	557	243.993682	N
hsa-mir-181c	201	88.047989	N
hsa-mir-181d	52	22.778584	N
hsa-mir-182	84939	37207.503266	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	31759	13912.020347	N
hsa-mir-184	1	0.438050	N
hsa-mir-185	420	183.980873	N
hsa-mir-186	511	223.843395	N
hsa-mir-187	22	9.637093	N
hsa-mir-188	3	1.314149	N
hsa-mir-18a	85	37.234224	N
hsa-mir-18b	2	0.876099	N
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	7	3.066348	N
hsa-mir-190b	2	0.876099	N
hsa-mir-191	1331	583.044148	N
hsa-mir-1910	1	0.438050	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	2	0.876099	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	606	265.458117	Y
hsa-mir-193a	333	145.870549	N
hsa-mir-193b	760	332.917770	N
hsa-mir-194-1	106	46.433268	N
hsa-mir-194-2	135	59.136709	N
hsa-mir-195	66	28.911280	N
hsa-mir-196a-1	17	7.446845	N
hsa-mir-196a-2	27	11.827342	N
hsa-mir-196b	1176	515.146444	N
hsa-mir-197	1315	576.035352	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	14	6.132696	N
hsa-mir-198	1	0.438050	N
hsa-mir-199a-1	3367	1474.913332	Y
hsa-mir-199a-2	5209	2281.800875	Y
hsa-mir-199b	6169	2702.328585	Y
hsa-mir-19a	194	84.981641	N
hsa-mir-19b-1	438	191.865768	N
hsa-mir-19b-2	416	182.228674	N
hsa-mir-200a	3690	1616.403384	N
hsa-mir-200b	3148	1378.980448	N
hsa-mir-200c	46385	20318.935224	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	17770	7784.143127	N
hsa-mir-203b	32	14.017590	N
hsa-mir-204	990	433.669201	N
hsa-mir-205	31895	13971.595105	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
