id	filename	md5	size	state
0063c0b4-48dc-4e30-a6c8-db513e14ca96	0063c0b4-48dc-4e30-a6c8-db513e14ca96/c1b8dd53-b62b-400e-9a4d-516fedf4da3e.mirbase21.mirnas.quantification.txt	dfc6c2c420780a377f3a9f10050d6b6d	50320	live
022a362b-d03a-4d42-93bc-4c4683520bbf	022a362b-d03a-4d42-93bc-4c4683520bbf/6e65f195-1ebc-4c86-bc1c-9baf2344ec2b.mirbase21.mirnas.quantification.txt	5baeb726b6ba14887f90e6266db0dce8	50218	live
03888e09-7fef-4a6f-ba21-093e823b7b27	03888e09-7fef-4a6f-ba21-093e823b7b27/dd2f684b-a9f9-4c09-a0d6-158217a4aee8.mirbase21.mirnas.quantification.txt	799a2ea3d9ce9623fd24be98e448c0d4	50333	live
03d63eff-98e4-4a8a-b7ef-a353bed56af2	03d63eff-98e4-4a8a-b7ef-a353bed56af2/2e73ae29-8a32-4166-bf78-895163c0f52a.mirbase21.mirnas.quantification.txt	fae610289ad13a6a2277c68d1fd2566b	50478	live
051bdee6-8de3-4bbb-b2cc-a1f20566c3cc	051bdee6-8de3-4bbb-b2cc-a1f20566c3cc/9a6a8053-07c4-4959-88cb-130d72cd4bca.mirbase21.mirnas.quantification.txt	ff53f9a1faa417e24c58741c77a87e12	50329	live
06aa0f4e-4504-4de2-88f9-c9c07ed91bff	06aa0f4e-4504-4de2-88f9-c9c07ed91bff/f47fc4a3-057e-4dd6-a122-fd733a8b14a7.mirbase21.mirnas.quantification.txt	1c84bd495461c3e2d0f37c7761f55203	50165	live
0812ed7b-9423-4632-b2ca-d5ddde25cde0	0812ed7b-9423-4632-b2ca-d5ddde25cde0/de379870-efba-4968-829d-a43514ed9674.mirbase21.mirnas.quantification.txt	b20dcc3b330cf68fb4aec35a266e7e63	50175	live
089ca38a-2338-4d9e-81a0-b42b3022659d	089ca38a-2338-4d9e-81a0-b42b3022659d/df6d77e4-8df6-4137-9761-03e5df0135e2.mirbase21.mirnas.quantification.txt	ce0ab9fa9acbdc119f19db136a052df0	50170	live
08aa8d0d-70d5-443e-971d-7085ffca0c5e	08aa8d0d-70d5-443e-971d-7085ffca0c5e/101f1222-9c5c-424f-94d5-c2acd7feb23e.mirbase21.mirnas.quantification.txt	120eb22f225d52e90e2e3b5652b806ab	50251	live
08ed43e8-290b-4e9a-9f77-73780811535b	08ed43e8-290b-4e9a-9f77-73780811535b/66ef50f1-5dc9-4b34-b8fd-f10d5562b099.mirbase21.mirnas.quantification.txt	3eb73d20c0a70a60d254c392b7b07efb	50453	live
0e6f5392-4a99-428f-9bd9-175418338e75	0e6f5392-4a99-428f-9bd9-175418338e75/bc6769d3-7889-4233-8b50-369602ad9de6.mirbase21.mirnas.quantification.txt	1c12b9127dca0a3df46f3e169330a84e	50219	live
0f98cbb5-83bd-4fb3-b4ed-7f3150dfea21	0f98cbb5-83bd-4fb3-b4ed-7f3150dfea21/7440d254-1336-4610-a6b8-33fa8583e8cb.mirbase21.mirnas.quantification.txt	6c5da7b476de1cbc22cc0bfd64328c29	50311	live
158e698a-107f-4248-96cf-ac6b6ced61b2	158e698a-107f-4248-96cf-ac6b6ced61b2/1d7f2e06-ba9d-46df-9957-e0fd37ef12c6.mirbase21.mirnas.quantification.txt	98ad009904eb3a984c8b8ecb4d4d1f13	50312	live
167da302-5451-4270-a8f6-2d4c54b3e9d0	167da302-5451-4270-a8f6-2d4c54b3e9d0/bd49790e-0e4b-4fd9-ba00-54c32f106f00.mirbase21.mirnas.quantification.txt	5216a5534d49adba14c6019c83d8f2b9	50371	live
175f2300-60d2-480a-afe0-56a492c5975d	175f2300-60d2-480a-afe0-56a492c5975d/078c6923-8991-46da-a4f1-b92ecbe96d96.mirbase21.mirnas.quantification.txt	3a0bb169a44bfe089b22a9c50c3276bf	50292	live
1942f71f-6439-448a-8d37-30a16820e015	1942f71f-6439-448a-8d37-30a16820e015/035798b0-d7bc-4d46-b3e5-4365bdb43e80.mirbase21.mirnas.quantification.txt	9f86ea3e25e1883f085ccf54dfe9965b	50303	live
1a829b1a-25ee-4f2c-8732-8ecfaff03216	1a829b1a-25ee-4f2c-8732-8ecfaff03216/6647ba90-ce54-4242-979c-d70b2996638a.mirbase21.mirnas.quantification.txt	fd17edd9e9bed3aed8b3ef74a8c97800	50283	live
1bbccbd3-ccff-4a4d-be22-0c6d47a8ceae	1bbccbd3-ccff-4a4d-be22-0c6d47a8ceae/c9c24b71-0b70-43da-ad9f-25cf20a77a8d.mirbase21.mirnas.quantification.txt	bc702d3c44eff440843605bbc029a7d5	50425	live
1e11d9fc-cbd4-4068-ab69-d667bc9e8a36	1e11d9fc-cbd4-4068-ab69-d667bc9e8a36/c02bf993-b79a-4426-a628-8061f723ab76.mirbase21.mirnas.quantification.txt	43e0a7eaba182fc068fb9f5aedbd0331	50236	live
1edd9a3d-d0dd-4f8a-baa8-b758b21d7cf7	1edd9a3d-d0dd-4f8a-baa8-b758b21d7cf7/1a931d29-2872-4d40-ba93-6bf7dce1fc85.mirbase21.mirnas.quantification.txt	af1c3670bc35dd46015fdead25805925	50281	live
1ef9a289-f479-4a47-8406-52c5fd928cf1	1ef9a289-f479-4a47-8406-52c5fd928cf1/bfbe9728-b4bb-48a9-9ff1-591472f9dd32.mirbase21.mirnas.quantification.txt	66a2758fd30510723b17387a1cd86cbf	50465	live
1f469766-e4bf-4894-89ea-3cf726589eed	1f469766-e4bf-4894-89ea-3cf726589eed/8a428366-1050-4bda-9e51-84ee84cab581.mirbase21.mirnas.quantification.txt	211e7078d5e5ddf20820bcb9ab82ea7f	50518	live
2274cd05-525a-4df6-bb17-848f9cc0a59d	2274cd05-525a-4df6-bb17-848f9cc0a59d/7512c024-ddbd-4aa3-8574-164af1d9b0db.mirbase21.mirnas.quantification.txt	131c31f0d9344dc859bdbd4a56feaa18	50326	live
249ebc35-a654-472f-92ec-abbd74f01129	249ebc35-a654-472f-92ec-abbd74f01129/7e3fbcb2-9804-4e8d-8be4-fc3e9d483d6b.mirbase21.mirnas.quantification.txt	a7d9b4a0bd83588dcca534e8d9b5028c	50204	live
2783d937-132b-4055-adc1-44341225431e	2783d937-132b-4055-adc1-44341225431e/9f50dac4-c15a-4dc3-a207-93802a665603.mirbase21.mirnas.quantification.txt	661a4f2189f8a31e9ca1e0fb902214e4	50285	live
28859368-2897-44ac-92ad-9643e7f82e65	28859368-2897-44ac-92ad-9643e7f82e65/8768f67d-0e8d-48e7-b4df-6b45181c2046.mirbase21.mirnas.quantification.txt	0a7ab16727f1f5e5b8de5c6291450fe2	50279	live
2974d877-85c1-4550-b05e-2407ebb586ed	2974d877-85c1-4550-b05e-2407ebb586ed/98c28fa9-ee35-4a85-a713-d9d5c6b6a9a0.mirbase21.mirnas.quantification.txt	308b5514c538d609d1dddcffd76b8c7b	50267	live
2a17c823-c3c4-48d9-bf27-0191d5e988c1	2a17c823-c3c4-48d9-bf27-0191d5e988c1/5e63eb22-8956-4f2b-ad3a-488ec3b71afe.mirbase21.mirnas.quantification.txt	3314227846ca7663ac271c84149a27fd	50376	live
2b24926b-0739-47e6-accb-6b660797b267	2b24926b-0739-47e6-accb-6b660797b267/9ca2ca2e-987e-49c9-a488-795387d766f6.mirbase21.mirnas.quantification.txt	eb5921de2a5f3dfe0a79bfedc2ab618c	50373	live
2db80031-1a81-4f82-a3f9-8621acde8191	2db80031-1a81-4f82-a3f9-8621acde8191/828d5be2-7a52-4aa0-a4d3-443d7a82b31b.mirbase21.mirnas.quantification.txt	40d48a81e26ece99ec88e03a1b108c88	50304	live
311c5508-8704-46f8-9c40-dbd14b47dc9d	311c5508-8704-46f8-9c40-dbd14b47dc9d/43e5a748-0673-4136-a869-fb78dc0e530a.mirbase21.mirnas.quantification.txt	14890c264e3a6c9a896aaa6fc7bfde49	50153	live
32c21d36-59d6-44ae-ba9f-cbbcdc3c22b6	32c21d36-59d6-44ae-ba9f-cbbcdc3c22b6/d9dc290c-5407-4915-8459-665b745a884c.mirbase21.mirnas.quantification.txt	41cca01cb5e9c163d7ee31913a54a8b1	50309	live
33fbc726-a73b-4369-9cbf-edc5841d25be	33fbc726-a73b-4369-9cbf-edc5841d25be/222f14c8-9b7f-4733-a950-3b3f4d39b2aa.mirbase21.mirnas.quantification.txt	6f6509f78fa9c070cfa350f4148c7f74	50292	live
34d549a2-04d1-4b94-92d4-7da432c8b5ce	34d549a2-04d1-4b94-92d4-7da432c8b5ce/9bc96713-a8f6-46be-adfe-29cfd64a24ed.mirbase21.mirnas.quantification.txt	80ec3915aef7229599065904fd54eef8	50255	live
3658d4e0-2613-4b73-bf0c-1060dc9cf8d7	3658d4e0-2613-4b73-bf0c-1060dc9cf8d7/e5bbc811-c3c1-415f-aca8-a543f1f0fc7e.mirbase21.mirnas.quantification.txt	7ef051e946f2a981eb5ed93ca2c2d8f9	50313	live
3b436d5b-2712-41b7-a477-d567c3b07008	3b436d5b-2712-41b7-a477-d567c3b07008/a3fcd8cf-8650-4284-8336-9e1949dc8695.mirbase21.mirnas.quantification.txt	773f6bc181bcf55b0a99851705ba269b	50113	live
3b846586-3257-4174-9f1c-4d0c5522055d	3b846586-3257-4174-9f1c-4d0c5522055d/1165d15a-0d53-48a8-97b8-f09685af3ef3.mirbase21.mirnas.quantification.txt	d37d3c236be8b364ca0a4ac9faac9118	50400	live
3c6c1927-0f47-4154-aeac-f6b5da82fdea	3c6c1927-0f47-4154-aeac-f6b5da82fdea/115c50d7-66ef-40a9-b8f9-1bd02b67fe64.mirbase21.mirnas.quantification.txt	fc933e594867dabf7a4945c4b325157f	50287	live
3d166213-51a9-46bb-84c0-784cbb3db9c2	3d166213-51a9-46bb-84c0-784cbb3db9c2/1a3cf85a-77b7-495a-86f1-25b593bfd57c.mirbase21.mirnas.quantification.txt	a06492465ca36d8bebe5a1fbe157bdc9	50356	live
3d978a08-b942-4a03-8581-7aaa40210fbb	3d978a08-b942-4a03-8581-7aaa40210fbb/a6e98f04-0bd7-4517-915d-a851902f448f.mirbase21.mirnas.quantification.txt	f1ee76b27dca2544a91e7ab3fafe1a96	50331	live
3e030b54-05a3-47f0-a864-7a26f7ec53e7	3e030b54-05a3-47f0-a864-7a26f7ec53e7/e0252700-2638-4b54-9df0-49d137a27f4e.mirbase21.mirnas.quantification.txt	dc0394e019e5d76ee9e858f543a1baaa	50378	live
3e645613-c28f-481e-9f7f-972d126eeb91	3e645613-c28f-481e-9f7f-972d126eeb91/bc754394-9634-4fb2-ab45-a2fca1bd33a9.mirbase21.mirnas.quantification.txt	6e80fbe7063790625593656e8246de9b	50307	live
