miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	17494	9447.055126	N
hsa-let-7a-2	17335	9361.192444	Y
hsa-let-7a-3	17733	9576.119158	N
hsa-let-7b	37491	20245.772478	N
hsa-let-7c	8121	4385.477002	Y
hsa-let-7d	437	235.987372	N
hsa-let-7e	1437	776.004242	N
hsa-let-7f-1	5924	3199.059939	N
hsa-let-7f-2	5853	3160.718741	N
hsa-let-7g	739	399.072467	N
hsa-let-7i	1306	705.262032	N
hsa-mir-100	11000	5940.185571	N
hsa-mir-101-1	13565	7325.328843	N
hsa-mir-101-2	13502	7291.307780	N
hsa-mir-103a-1	19487	10523.308748	Y
hsa-mir-103a-2	19431	10493.067803	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	103	55.621738	N
hsa-mir-105-2	146	78.842463	N
hsa-mir-106a	29	15.660489	Y
hsa-mir-106b	790	426.613327	N
hsa-mir-107	77	41.581299	Y
hsa-mir-10a	145134	78374.808429	N
hsa-mir-10b	283605	153151.484452	N
hsa-mir-1-1	4	2.160067	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	0	0.000000	N
hsa-mir-1180	7	3.780118	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	3	1.620051	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	1	0.540017	N
hsa-mir-1226	0	0.000000	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	0	0.000000	N
hsa-mir-1229	0	0.000000	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.540017	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	6	3.240101	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	120	64.802024	N
hsa-mir-1248	1	0.540017	N
hsa-mir-1249	1	0.540017	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	3	1.620051	N
hsa-mir-1254-2	2	1.080034	N
hsa-mir-1255a	1	0.540017	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	9	4.860152	N
hsa-mir-125a	1455	785.724546	N
hsa-mir-125b-1	591	319.149970	N
hsa-mir-125b-2	568	306.729582	N
hsa-mir-126	1837	992.010990	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	1	0.540017	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	73	39.421232	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	2	1.080034	N
hsa-mir-1269b	1	0.540017	N
hsa-mir-127	1214	655.580480	N
hsa-mir-1270	4	2.160067	N
hsa-mir-1271	0	0.000000	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	0	0.000000	N
hsa-mir-1277	1	0.540017	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	196	105.843307	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	132	71.282227	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	1	0.540017	N
hsa-mir-1284	1	0.540017	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	60	32.401012	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	0	0.000000	N
hsa-mir-129-1	1	0.540017	N
hsa-mir-1292	0	0.000000	N
hsa-mir-129-2	0	0.000000	N
hsa-mir-1293	1	0.540017	N
hsa-mir-1294	1	0.540017	N
hsa-mir-1295a	2	1.080034	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	5	2.700084	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	15	8.100253	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	0	0.000000	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	11	5.940186	N
hsa-mir-1307	1937	1046.012677	N
hsa-mir-130a	77	41.581299	N
hsa-mir-130b	19	10.260321	N
hsa-mir-132	109	58.861839	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	3	1.620051	Y
hsa-mir-133a-2	1	0.540017	N
hsa-mir-133b	1	0.540017	Y
hsa-mir-134	659	355.871117	N
hsa-mir-1343	0	0.000000	N
hsa-mir-135a-1	0	0.000000	N
hsa-mir-135a-2	2	1.080034	N
hsa-mir-135b	3	1.620051	N
hsa-mir-136	33	17.820557	N
hsa-mir-137	2	1.080034	N
hsa-mir-138-1	1	0.540017	N
hsa-mir-138-2	1	0.540017	N
hsa-mir-139	87	46.981468	N
hsa-mir-140	1789	966.090181	N
hsa-mir-141	1394	752.783517	N
hsa-mir-142	5139	2775.146696	N
hsa-mir-143	91602	49466.625337	N
hsa-mir-144	54	29.160911	N
hsa-mir-145	1128	609.139030	N
hsa-mir-1468	9	4.860152	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	787	424.993277	N
hsa-mir-146b	1590	858.626824	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	0	0.000000	N
hsa-mir-148a	47781	25802.546072	N
hsa-mir-148b	198	106.923340	N
hsa-mir-149	45	24.300759	N
hsa-mir-150	4951	2673.623524	N
hsa-mir-151a	6256	3378.345540	N
hsa-mir-151b	2	1.080034	N
hsa-mir-152	349	188.465888	N
hsa-mir-153-1	2	1.080034	N
hsa-mir-153-2	11	5.940186	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	0	0.000000	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	9	4.860152	N
hsa-mir-155	1861	1004.971395	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	187	100.983155	N
hsa-mir-15b	159	85.862682	N
hsa-mir-16-1	207	111.783492	N
hsa-mir-16-2	238	128.524015	N
hsa-mir-17	792	427.693361	Y
hsa-mir-181a-1	2310	1247.438970	N
hsa-mir-181a-2	3303	1783.675722	N
hsa-mir-181b-1	608	328.330257	N
hsa-mir-181b-2	594	320.770021	N
hsa-mir-181c	86	46.441451	N
hsa-mir-181d	28	15.120472	N
hsa-mir-182	55155	29784.630472	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	19633	10602.151211	N
hsa-mir-184	368	198.726208	N
hsa-mir-185	72	38.881215	N
hsa-mir-186	363	196.026124	N
hsa-mir-187	3	1.620051	N
hsa-mir-188	0	0.000000	N
hsa-mir-18a	6	3.240101	N
hsa-mir-18b	0	0.000000	N
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	5	2.700084	N
hsa-mir-190b	9	4.860152	N
hsa-mir-191	610	329.410291	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	548	295.929245	Y
hsa-mir-193a	504	272.168503	N
hsa-mir-193b	93	50.221569	N
hsa-mir-194-1	246	132.844150	N
hsa-mir-194-2	253	136.624268	N
hsa-mir-195	56	30.240945	N
hsa-mir-196a-1	1254	677.181155	N
hsa-mir-196a-2	1304	704.181999	N
hsa-mir-196b	157	84.782649	N
hsa-mir-197	170	91.802868	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	29	15.660489	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	3253	1756.674879	Y
hsa-mir-199a-2	5464	2950.652178	Y
hsa-mir-199b	6801	3672.654734	Y
hsa-mir-19a	23	12.420388	N
hsa-mir-19b-1	71	38.341198	N
hsa-mir-19b-2	48	25.920810	N
hsa-mir-200a	993	536.236752	N
hsa-mir-200b	495	267.308351	N
hsa-mir-200c	11624	6277.156098	N
hsa-mir-202	7	3.780118	N
hsa-mir-203a	2086	1126.475191	N
hsa-mir-203b	17	9.180287	N
hsa-mir-204	2	1.080034	N
hsa-mir-205	1839	993.091024	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	0	0.000000	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	255	137.704302	N
hsa-mir-20b	73	39.421232	N
hsa-mir-21	553211	298743.272740	N
hsa-mir-210	48	25.920810	N
hsa-mir-211	0	0.000000	N
hsa-mir-2110	3	1.620051	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	2	1.080034	N
hsa-mir-2115	4	2.160067	N
hsa-mir-2116	1	0.540017	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	4	2.160067	N
hsa-mir-214	28	15.120472	N
hsa-mir-215	11	5.940186	Y
hsa-mir-216a	2	1.080034	N
hsa-mir-216b	1	0.540017	N
hsa-mir-217	26	14.040439	N
hsa-mir-218-1	47	25.380793	N
hsa-mir-218-2	44	23.760742	N
hsa-mir-219a-1	4	2.160067	N
hsa-mir-219a-2	0	0.000000	N
hsa-mir-219b	1	0.540017	N
hsa-mir-22	114274	61709.887817	N
hsa-mir-221	233	125.823931	N
hsa-mir-222	60	32.401012	N
hsa-mir-223	396	213.846681	N
hsa-mir-224	144	77.762429	N
hsa-mir-2276	0	0.000000	N
hsa-mir-2277	1	0.540017	N
hsa-mir-2278	0	0.000000	N
hsa-mir-2355	71	38.341198	N
hsa-mir-2392	0	0.000000	N
hsa-mir-23a	2285	1233.938548	Y
hsa-mir-23b	530	286.208941	Y
hsa-mir-23c	1	0.540017	N
hsa-mir-24-1	733	395.832366	N
hsa-mir-24-2	701	378.551826	N
hsa-mir-2467	1	0.540017	N
hsa-mir-25	28651	15472.023346	N
hsa-mir-2681	0	0.000000	N
hsa-mir-2682	0	0.000000	N
hsa-mir-26a-1	1227	662.600700	N
hsa-mir-26a-2	1312	708.502134	N
hsa-mir-26b	531	286.748958	N
hsa-mir-27a	868	468.734643	Y
hsa-mir-27b	497	268.388384	Y
