id	filename	md5	size	state
0004d4c1-5144-419e-8c5a-504473718a53	0004d4c1-5144-419e-8c5a-504473718a53/e44cf7a5-f755-465e-98fe-b6e5da9c1e7a.mirbase21.mirnas.quantification.txt	76e7ac16d7d0acc4716482a38f9d88c8	50103	live
0084b102-9991-4954-b4b3-13a6c0700544	0084b102-9991-4954-b4b3-13a6c0700544/d5d015f4-6e3d-4791-aed4-e8d8fdec6353.mirbase21.mirnas.quantification.txt	792dd1620251b15b551a7fa26509cc12	50185	live
016fd2f2-45d7-4d5e-b080-b838b85707ee	016fd2f2-45d7-4d5e-b080-b838b85707ee/1bc27d5d-fb0d-4e68-8f5e-b4836cb8efd9.mirbase21.mirnas.quantification.txt	6c65718276ff77db846a3ceaa6d95c0d	50180	live
019cfcaf-fb50-45ca-b6d4-8225643966e5	019cfcaf-fb50-45ca-b6d4-8225643966e5/5e4a13c3-2f13-42cc-aecb-47c1d07aaa1e.mirbase21.mirnas.quantification.txt	6cc2b4b0a4542cb1e1d88150981aa0b9	50140	live
01bb5936-9a4c-41e2-9ecc-0b3b6bd30ceb	01bb5936-9a4c-41e2-9ecc-0b3b6bd30ceb/9c4e8495-af21-41f9-a1f6-dee8981a95db.mirbase21.mirnas.quantification.txt	adc6c020262930590dfd542d50e57096	49964	live
020fda9b-695c-43d0-a88b-1a7ef9ae8122	020fda9b-695c-43d0-a88b-1a7ef9ae8122/6f944a30-2c81-4581-a61f-175957a06428.mirbase21.mirnas.quantification.txt	dcbba65cc7713483e448fbcdfc4588aa	50093	live
02ab9e99-23c2-4c80-9799-152a43158181	02ab9e99-23c2-4c80-9799-152a43158181/2a827b32-880e-4776-9a53-33757fea493e.mirbase21.mirnas.quantification.txt	2cdc7e2b37bf76b16a1a73d11b9410ef	50053	live
031c0d04-203e-411b-9622-29f57deb9d46	031c0d04-203e-411b-9622-29f57deb9d46/cd019383-3011-44f2-b14e-04e4bbbd9f2e.mirbase21.mirnas.quantification.txt	d374205cd6dcf1195572154310f0ab14	50112	live
037a471b-13d6-439f-b3a4-963b2b4b9b95	037a471b-13d6-439f-b3a4-963b2b4b9b95/b0af0944-1b69-4341-b795-3dacb73659d4.mirbase21.mirnas.quantification.txt	450df23eafd43131f22b7fc533fe2916	50182	live
0389454d-b436-4cf7-977f-910df64b9733	0389454d-b436-4cf7-977f-910df64b9733/f5f122f2-275d-4d68-a19a-ccdbc429bafd.mirbase21.mirnas.quantification.txt	f59a7869768e2e79efb30beaef73594b	50090	live
