miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	39191	7856.110360	N
hsa-let-7a-2	39420	7902.015014	Y
hsa-let-7a-3	39758	7969.769480	N
hsa-let-7b	62438	12516.134283	N
hsa-let-7c	11775	2360.381197	Y
hsa-let-7d	1686	337.970505	N
hsa-let-7e	4607	923.505408	N
hsa-let-7f-1	24749	4961.110339	N
hsa-let-7f-2	24891	4989.575234	N
hsa-let-7g	2597	520.586834	N
hsa-let-7i	2896	580.523477	N
hsa-mir-100	15615	3130.136084	Y
hsa-mir-101-1	39300	7877.960174	N
hsa-mir-101-2	39921	8002.443972	N
hsa-mir-103a-1	49367	9895.960811	Y
hsa-mir-103a-2	49862	9995.187027	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	65	13.029705	N
hsa-mir-105-2	73	14.633361	N
hsa-mir-106a	83	16.637931	Y
hsa-mir-106b	6452	1293.348576	N
hsa-mir-107	478	95.818447	Y
hsa-mir-10a	88836	17807.798218	N
hsa-mir-10b	165438	33163.205476	N
hsa-mir-1-1	8	1.603656	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	2	0.400914	N
hsa-mir-1180	61	12.227877	N
hsa-mir-1181	4	0.801828	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	3	0.601371	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	2	0.400914	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	7	1.403199	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	2	0.400914	N
hsa-mir-1224	1	0.200457	N
hsa-mir-1225	1	0.200457	N
hsa-mir-1226	4	0.801828	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	4	0.801828	N
hsa-mir-1229	3	0.601371	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	2	0.400914	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	1	0.200457	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	5	1.002285	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	3	0.601371	N
hsa-mir-1247	1090	218.498132	N
hsa-mir-1248	8	1.603656	N
hsa-mir-1249	14	2.806398	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	1	0.200457	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	4	0.801828	N
hsa-mir-1254-2	1	0.200457	N
hsa-mir-1255a	4	0.801828	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	7	1.403199	N
hsa-mir-125a	1248	250.170338	N
hsa-mir-125b-1	1151	230.726009	N
hsa-mir-125b-2	1181	236.739719	N
hsa-mir-126	5704	1143.406739	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	2	0.400914	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	0	0.000000	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	114	22.852098	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	209	41.895513	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	5965	1195.726016	N
hsa-mir-1270	27	5.412339	N
hsa-mir-1271	8	1.603656	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	4	0.801828	N
hsa-mir-1276	4	0.801828	N
hsa-mir-1277	5	1.002285	N
hsa-mir-1278	1	0.200457	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	695	139.317616	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	518	103.836727	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	0	0.000000	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	288	57.731617	N
hsa-mir-1288	2	0.400914	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	0	0.000000	N
hsa-mir-129-1	2	0.400914	N
hsa-mir-1292	5	1.002285	N
hsa-mir-129-2	5	1.002285	N
hsa-mir-1293	4	0.801828	N
hsa-mir-1294	2	0.400914	N
hsa-mir-1295a	100	20.045700	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	67	13.430619	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	59	11.826963	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	9	1.804113	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	23	4.610511	N
hsa-mir-1307	7535	1510.443509	N
hsa-mir-130a	192	38.487744	N
hsa-mir-130b	126	25.257582	N
hsa-mir-132	714	143.126299	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	4	0.801828	Y
hsa-mir-133a-2	6	1.202742	N
hsa-mir-133b	1	0.200457	Y
hsa-mir-134	2377	476.486293	N
hsa-mir-1343	1	0.200457	N
hsa-mir-135a-1	0	0.000000	N
hsa-mir-135a-2	2	0.400914	N
hsa-mir-135b	6	1.202742	N
hsa-mir-136	109	21.849813	N
hsa-mir-137	1	0.200457	N
hsa-mir-138-1	4	0.801828	N
hsa-mir-138-2	6	1.202742	N
hsa-mir-139	144	28.865808	N
hsa-mir-140	5836	1169.867063	N
hsa-mir-141	6361	1275.106989	N
hsa-mir-142	6947	1392.574792	N
hsa-mir-143	831929	166765.993111	N
hsa-mir-144	215	43.098255	N
hsa-mir-145	4097	821.272337	N
hsa-mir-1468	13	2.605941	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	1296	259.792274	N
hsa-mir-146b	3893	780.379108	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	1	0.200457	N
hsa-mir-148a	392111	78601.395461	N
hsa-mir-148b	587	117.668260	N
hsa-mir-149	85	17.038845	N
hsa-mir-150	10700	2144.889920	N
hsa-mir-151a	16267	3260.834049	N
hsa-mir-151b	11	2.205027	N
hsa-mir-152	2238	448.622770	N
hsa-mir-153-1	4	0.801828	N
hsa-mir-153-2	28	5.612796	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	1	0.200457	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	25	5.011425	N
hsa-mir-155	4230	847.933118	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	631	126.488368	N
hsa-mir-15b	1613	323.337144	N
hsa-mir-16-1	1398	280.238889	N
hsa-mir-16-2	1407	282.043002	N
hsa-mir-17	2739	549.051728	Y
hsa-mir-181a-1	3556	712.825099	N
hsa-mir-181a-2	5910	1184.700881	N
hsa-mir-181b-1	793	158.962402	N
hsa-mir-181b-2	705	141.322186	N
hsa-mir-181c	471	94.415248	N
hsa-mir-181d	113	22.651641	N
hsa-mir-182	199547	40000.593353	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	127468	25551.853115	N
hsa-mir-184	52	10.423764	N
hsa-mir-185	321	64.346698	N
hsa-mir-186	821	164.575199	N
hsa-mir-187	1688	338.371419	N
hsa-mir-188	27	5.412339	N
hsa-mir-18a	112	22.451184	Y
hsa-mir-18b	12	2.405484	Y
hsa-mir-1908	1	0.200457	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	16	3.207312	N
hsa-mir-190b	17	3.407769	N
hsa-mir-191	2713	543.839846	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	18	3.608226	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	2414	483.903203	Y
hsa-mir-193a	1776	356.011635	N
hsa-mir-193b	1024	205.267970	N
hsa-mir-194-1	571	114.460948	N
hsa-mir-194-2	606	121.476943	N
hsa-mir-195	469	94.014334	N
hsa-mir-196a-1	1710	342.781473	N
hsa-mir-196a-2	1634	327.546741	N
hsa-mir-196b	765	153.349606	N
hsa-mir-197	1001	200.657459	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	47	9.421479	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	6313	1265.485053	Y
hsa-mir-199a-2	11210	2247.122991	Y
hsa-mir-199b	14975	3001.843603	Y
hsa-mir-19a	78	15.635646	N
hsa-mir-19b-1	200	40.091400	N
hsa-mir-19b-2	208	41.695056	N
hsa-mir-200a	8184	1640.540103	N
hsa-mir-200b	5808	1164.254267	N
hsa-mir-200c	45174	9055.444603	N
hsa-mir-202	3	0.601371	N
hsa-mir-203a	22341	4478.409879	N
hsa-mir-203b	513	102.834442	N
hsa-mir-204	6	1.202742	N
hsa-mir-205	1568	314.316579	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	0	0.000000	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	625	125.285626	N
hsa-mir-20b	125	25.057125	N
hsa-mir-21	1341258	268864.557418	N
hsa-mir-210	1290	258.589532	N
hsa-mir-211	0	0.000000	N
hsa-mir-2110	10	2.004570	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	3	0.601371	N
hsa-mir-2115	31	6.214167	N
hsa-mir-2116	1	0.200457	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	79	15.836103	N
hsa-mir-214	175	35.079975	N
hsa-mir-215	13	2.605941	Y
hsa-mir-216a	1	0.200457	N
hsa-mir-216b	1	0.200457	N
hsa-mir-217	61	12.227877	N
hsa-mir-218-1	111	22.250727	N
hsa-mir-218-2	107	21.448899	N
hsa-mir-219a-1	8	1.603656	N
hsa-mir-219a-2	0	0.000000	N
hsa-mir-219b	5	1.002285	N
hsa-mir-22	409285	82044.044012	N
hsa-mir-221	1044	209.277110	N
hsa-mir-222	156	31.271292	N
hsa-mir-223	1374	275.427921	N
hsa-mir-224	2504	501.944333	N
hsa-mir-2276	2	0.400914	N
hsa-mir-2277	1	0.200457	N
hsa-mir-2278	1	0.200457	N
hsa-mir-2355	369	73.968634	N
hsa-mir-2392	0	0.000000	N
hsa-mir-23a	14176	2841.678459	Y
hsa-mir-23b	2735	548.249900	Y
hsa-mir-23c	0	0.000000	N
hsa-mir-24-1	6143	1231.407363	N
hsa-mir-24-2	6292	1261.275456	N
hsa-mir-2467	0	0.000000	N
hsa-mir-25	49601	9942.867750	N
hsa-mir-2681	0	0.000000	N
hsa-mir-2682	0	0.000000	N
hsa-mir-26a-1	7935	1590.626310	N
hsa-mir-26a-2	7920	1587.619455	N
hsa-mir-26b	2137	428.376613	N
hsa-mir-27a	11239	2252.936244	Y
hsa-mir-27b	5839	1170.468434	Y
hsa-mir-28	22871	4584.652090	N
hsa-mir-2861	0	0.000000	N
hsa-mir-2909	0	0.000000	N
hsa-mir-296	14	2.806398	N
hsa-mir-297	0	0.000000	N
hsa-mir-298	0	0.000000	N
hsa-mir-299	21	4.209597	N
hsa-mir-29a	82082	16453.911628	N
hsa-mir-29b-1	1469	294.471336	Y
hsa-mir-29b-2	1513	303.291444	N
hsa-mir-29c	26977	5407.728540	Y
hsa-mir-300	0	0.000000	N
hsa-mir-301a	30	6.013710	N
hsa-mir-301b	0	0.000000	N
hsa-mir-302a	0	0.000000	N
hsa-mir-302b	0	0.000000	N
hsa-mir-302c	0	0.000000	N
hsa-mir-302d	0	0.000000	N
hsa-mir-302e	0	0.000000	N
hsa-mir-302f	0	0.000000	N
hsa-mir-3064	1	0.200457	N
hsa-mir-3065	908	182.014958	N
hsa-mir-3074	25	5.011425	N
hsa-mir-30a	39185	7854.907618	Y
hsa-mir-30b	2915	584.332160	Y
hsa-mir-30c-1	708	141.923557	Y
hsa-mir-30c-2	809	162.169715	Y
hsa-mir-30d	20053	4019.764259	N
hsa-mir-30e	53521	10728.659197	Y
hsa-mir-31	12	2.405484	N
hsa-mir-3115	0	0.000000	N
hsa-mir-3116-1	0	0.000000	N
hsa-mir-3116-2	0	0.000000	N
hsa-mir-3117	13	2.605941	N
hsa-mir-3118-1	0	0.000000	N
hsa-mir-3118-2	0	0.000000	N
hsa-mir-3118-3	0	0.000000	N
hsa-mir-3118-4	0	0.000000	N
hsa-mir-3119-1	0	0.000000	N
hsa-mir-3119-2	0	0.000000	N
hsa-mir-3120	0	0.000000	N
hsa-mir-3121	0	0.000000	N
hsa-mir-3122	0	0.000000	N
hsa-mir-3123	0	0.000000	N
hsa-mir-3124	0	0.000000	N
hsa-mir-3125	0	0.000000	N
hsa-mir-3126	0	0.000000	N
hsa-mir-3127	32	6.414624	N
hsa-mir-3128	0	0.000000	N
hsa-mir-3129	2	0.400914	N
hsa-mir-3130-1	1	0.200457	N
hsa-mir-3130-2	3	0.601371	N
hsa-mir-3131	0	0.000000	N
hsa-mir-3132	0	0.000000	N
hsa-mir-3133	0	0.000000	N
hsa-mir-3134	0	0.000000	N
hsa-mir-3135a	0	0.000000	N
hsa-mir-3135b	0	0.000000	N
hsa-mir-3136	6	1.202742	N
hsa-mir-3137	0	0.000000	N
hsa-mir-3138	0	0.000000	N
hsa-mir-3139	1	0.200457	N
hsa-mir-3140	3	0.601371	N
hsa-mir-3141	0	0.000000	N
hsa-mir-3142	0	0.000000	N
hsa-mir-3143	1	0.200457	N
hsa-mir-3144	0	0.000000	N
hsa-mir-3145	0	0.000000	N
hsa-mir-3146	0	0.000000	N
hsa-mir-3147	0	0.000000	N
hsa-mir-3148	0	0.000000	N
hsa-mir-3149	0	0.000000	N
hsa-mir-3150a	0	0.000000	N
hsa-mir-3150b	30	6.013710	N
hsa-mir-3151	0	0.000000	N
hsa-mir-3152	1	0.200457	N
hsa-mir-3153	0	0.000000	N
hsa-mir-3154	2	0.400914	N
hsa-mir-3155a	2	0.400914	N
hsa-mir-3155b	0	0.000000	N
hsa-mir-3156-1	0	0.000000	N
hsa-mir-3156-2	0	0.000000	N
hsa-mir-3156-3	0	0.000000	N
hsa-mir-3157	3	0.601371	N
hsa-mir-3158-1	0	0.000000	N
hsa-mir-3158-2	0	0.000000	N
